lat,lon,normalized_light_intensity,economic_activity_score,commercial_potential,grid_i,grid_j,timestamp
35.473641717171716,45.48792606060606,0.030767631127162944,3.076763112716294,Low,16.0,83.0,2025-10-05T14:47:53.694886
35.473641717171716,45.491927181818184,0.047927155804930344,4.792715580493034,Low,16.0,84.0,2025-10-05T14:47:53.694886
35.473641717171716,45.495928303030304,0.030371321137621955,3.0371321137621954,Low,16.0,85.0,2025-10-05T14:47:53.694886
35.473641717171716,45.499929424242424,0.011299483959620483,1.1299483959620482,Low,16.0,86.0,2025-10-05T14:47:53.694886
35.473641717171716,45.503930545454544,0.045554137098375996,4.5554137098376,Low,16.0,87.0,2025-10-05T14:47:53.694886
35.473641717171716,45.507931666666664,0.15577019408632903,15.577019408632903,Low,16.0,88.0,2025-10-05T14:47:53.694886
35.473641717171716,45.511932787878784,0.11059082226273331,11.05908222627333,Low,16.0,89.0,2025-10-05T14:47:53.694886
35.473641717171716,45.51593390909091,0.06902711505498174,6.902711505498174,Low,16.0,90.0,2025-10-05T14:47:53.694886
35.473641717171716,45.51993503030303,0.19500806703379492,19.500806703379492,Low,16.0,91.0,2025-10-05T14:47:53.694886
35.473641717171716,45.52393615151515,0.040695758160020405,4.0695758160020405,Low,16.0,92.0,2025-10-05T14:47:53.694886
35.473641717171716,45.52793727272727,0.1161685920807784,11.61685920807784,Low,16.0,93.0,2025-10-05T14:47:53.694886
35.473641717171716,45.53193839393939,0.1454835809063,14.548358090630002,Low,16.0,94.0,2025-10-05T14:47:53.694886
35.473641717171716,45.53593951515151,0.037763250545437214,3.7763250545437215,Low,16.0,95.0,2025-10-05T14:47:53.694886
35.473641717171716,45.53994063636364,0.06293402050181023,6.293402050181022,Low,16.0,96.0,2025-10-05T14:47:53.694886
35.473641717171716,45.54394175757576,0.17728738679069989,17.728738679069988,Low,16.0,97.0,2025-10-05T14:47:53.694886
35.473641717171716,45.54794287878788,0.060191635655117676,6.019163565511768,Low,16.0,98.0,2025-10-05T14:47:53.694886
35.473641717171716,45.551944,0.07815482622251718,7.815482622251718,Low,16.0,99.0,2025-10-05T14:47:53.694886
35.47654294949495,45.155833,0.05721157312398886,5.721157312398886,Low,17.0,0.0,2025-10-05T14:47:53.695886
35.47654294949495,45.15983412121212,0.08430037794912171,8.43003779491217,Low,17.0,1.0,2025-10-05T14:47:53.695886
35.47654294949495,45.16383524242424,0.18384589362107123,18.384589362107125,Low,17.0,2.0,2025-10-05T14:47:53.695886
35.47654294949495,45.16783636363636,0.01221296514774044,1.221296514774044,Low,17.0,3.0,2025-10-05T14:47:53.695886
35.47654294949495,45.17183748484849,0.028020614852971495,2.8020614852971493,Low,17.0,4.0,2025-10-05T14:47:53.695886
35.47654294949495,45.17583860606061,0.18356038804653896,18.356038804653895,Low,17.0,5.0,2025-10-05T14:47:53.695886
35.47654294949495,45.17983972727273,0.09702483241271312,9.702483241271311,Low,17.0,6.0,2025-10-05T14:47:53.695886
35.47654294949495,45.18384084848485,0.05488758851209694,5.4887588512096945,Low,17.0,7.0,2025-10-05T14:47:53.695886
35.47654294949495,45.18784196969697,0.04517646103128303,4.517646103128303,Low,17.0,8.0,2025-10-05T14:47:53.695886
35.47654294949495,45.19184309090909,0.12211346518020956,12.211346518020957,Low,17.0,9.0,2025-10-05T14:47:53.695886
35.47654294949495,45.195844212121216,0.17657016278059448,17.657016278059448,Low,17.0,10.0,2025-10-05T14:47:53.695886
35.47654294949495,45.199845333333336,0.05398572180700472,5.398572180700472,Low,17.0,11.0,2025-10-05T14:47:53.695886
35.47654294949495,45.203846454545456,0.17615852009056554,17.615852009056553,Low,17.0,12.0,2025-10-05T14:47:53.695886
35.47654294949495,45.207847575757576,0.1112195483397731,11.121954833977309,Low,17.0,13.0,2025-10-05T14:47:53.695886
35.47654294949495,45.211848696969696,0.042584514830680244,4.258451483068025,Low,17.0,14.0,2025-10-05T14:47:53.695886
35.47654294949495,45.215849818181816,0.004499882028750491,0.4499882028750491,Low,17.0,15.0,2025-10-05T14:47:53.695886
35.47654294949495,45.21985093939394,0.1613299873312448,16.132998733124477,Low,17.0,16.0,2025-10-05T14:47:53.695886
35.47654294949495,45.22385206060606,0.12462645789735782,12.462645789735783,Low,17.0,17.0,2025-10-05T14:47:53.695886
35.47654294949495,45.22785318181818,0.015499438857003889,1.5499438857003889,Low,17.0,18.0,2025-10-05T14:47:53.695886
35.47654294949495,45.2318543030303,0.196329229306843,19.6329229306843,Low,17.0,19.0,2025-10-05T14:47:53.695886
35.47654294949495,45.23585542424242,0.07189234894270002,7.189234894270003,Low,17.0,20.0,2025-10-05T14:47:53.695886
35.47654294949495,45.23985654545454,0.06821220525071013,6.821220525071013,Low,17.0,21.0,2025-10-05T14:47:53.695886
35.47654294949495,45.24385766666667,0.05752781892728176,5.752781892728176,Low,17.0,22.0,2025-10-05T14:47:53.696887
35.47654294949495,45.24785878787879,0.17892851946242044,17.892851946242043,Low,17.0,23.0,2025-10-05T14:47:53.696887
35.47654294949495,45.25185990909091,0.09529194781379602,9.529194781379601,Low,17.0,24.0,2025-10-05T14:47:53.696887
35.47654294949495,45.25586103030303,0.13211650298224856,13.211650298224855,Low,17.0,25.0,2025-10-05T14:47:53.696887
35.47654294949495,45.25986215151515,0.06988971479862663,6.988971479862663,Low,17.0,26.0,2025-10-05T14:47:53.696887
35.47654294949495,45.26386327272727,0.15646053752205424,15.646053752205425,Low,17.0,27.0,2025-10-05T14:47:53.696887
35.47654294949495,45.2678643939394,0.18553648695380665,18.553648695380666,Low,17.0,28.0,2025-10-05T14:47:53.697399
35.47654294949495,45.27186551515152,0.10116602559210307,10.116602559210307,Low,17.0,29.0,2025-10-05T14:47:53.697399
35.47654294949495,45.27586663636364,0.026314432050390413,2.6314432050390413,Low,17.0,30.0,2025-10-05T14:47:53.697399
35.47654294949495,45.27986775757576,0.18276895673131063,18.27689567313106,Low,17.0,31.0,2025-10-05T14:47:53.697399
35.47654294949495,45.28386887878788,0.00014380227354735542,0.014380227354735542,Low,17.0,32.0,2025-10-05T14:47:53.697399
35.47654294949495,45.28787,0.194964095988206,19.4964095988206,Low,17.0,33.0,2025-10-05T14:47:53.697399
35.47654294949495,45.29187112121212,0.08463236257296702,8.463236257296703,Low,17.0,34.0,2025-10-05T14:47:53.697399
35.47654294949495,45.295872242424245,0.14003038221066563,14.003038221066562,Low,17.0,35.0,2025-10-05T14:47:53.697399
35.47654294949495,45.299873363636365,0.1856038963956289,18.560389639562892,Low,17.0,36.0,2025-10-05T14:47:53.697399
35.47654294949495,45.303874484848485,0.059801362350514364,5.980136235051436,Low,17.0,37.0,2025-10-05T14:47:53.698425
35.47654294949495,45.307875606060605,0.16256329586690751,16.25632958669075,Low,17.0,38.0,2025-10-05T14:47:53.698425
35.47654294949495,45.311876727272725,0.017936488718136002,1.7936488718136003,Low,17.0,39.0,2025-10-05T14:47:53.698425
35.47654294949495,45.315877848484845,0.011791559576900458,1.1791559576900459,Low,17.0,40.0,2025-10-05T14:47:53.698425
35.47654294949495,45.31987896969697,0.16139428295931546,16.139428295931545,Low,17.0,41.0,2025-10-05T14:47:53.698425
35.47654294949495,45.32388009090909,0.18947625216857045,18.947625216857045,Low,17.0,42.0,2025-10-05T14:47:53.698425
35.47654294949495,45.32788121212121,0.15924947366927078,15.924947366927078,Low,17.0,43.0,2025-10-05T14:47:53.698425
35.47654294949495,45.33188233333333,0.02799407562728136,2.799407562728136,Low,17.0,44.0,2025-10-05T14:47:53.699419
35.47654294949495,45.33588345454545,0.07412587429466595,7.412587429466595,Low,17.0,45.0,2025-10-05T14:47:53.699419
35.47654294949495,45.33988457575757,0.1535283749299938,15.35283749299938,Low,17.0,46.0,2025-10-05T14:47:53.699419
35.47654294949495,45.3438856969697,0.16813806920410945,16.813806920410947,Low,17.0,47.0,2025-10-05T14:47:53.699419
35.47654294949495,45.34788681818182,0.05595642649984509,5.5956426499845096,Low,17.0,48.0,2025-10-05T14:47:53.699419
35.47654294949495,45.35188793939394,0.10825781703883902,10.825781703883901,Low,17.0,49.0,2025-10-05T14:47:53.699419
35.47654294949495,45.35588906060606,0.019121515595129913,1.9121515595129912,Low,17.0,50.0,2025-10-05T14:47:53.699419
35.47654294949495,45.35989018181818,0.1601805702043598,16.01805702043598,Low,17.0,51.0,2025-10-05T14:47:53.699419
35.47654294949495,45.3638913030303,0.1482530659111299,14.82530659111299,Low,17.0,52.0,2025-10-05T14:47:53.699419
35.47654294949495,45.36789242424243,0.1858497777295663,18.58497777295663,Low,17.0,53.0,2025-10-05T14:47:53.699419
35.47654294949495,45.37189354545455,0.187080502089006,18.7080502089006,Low,17.0,54.0,2025-10-05T14:47:53.700415
35.47654294949495,45.37589466666667,0.06370150820449137,6.370150820449137,Low,17.0,55.0,2025-10-05T14:47:53.700415
35.47654294949495,45.37989578787879,0.04455928537881118,4.455928537881118,Low,17.0,56.0,2025-10-05T14:47:53.700415
35.47654294949495,45.38389690909091,0.022087240569982704,2.2087240569982702,Low,17.0,57.0,2025-10-05T14:47:53.700415
35.47654294949495,45.38789803030303,0.013347864161959455,1.3347864161959455,Low,17.0,58.0,2025-10-05T14:47:53.700415
35.47654294949495,45.391899151515155,0.18672866569519442,18.672866569519442,Low,17.0,59.0,2025-10-05T14:47:53.700415
35.47654294949495,45.395900272727275,0.19880314736715637,19.880314736715636,Low,17.0,60.0,2025-10-05T14:47:53.700415
35.47654294949495,45.399901393939395,0.29183448852662774,29.183448852662774,Moderate,17.0,61.0,2025-10-05T14:47:53.700415
35.47654294949495,45.403902515151515,0.2890160149794865,28.901601497948647,Moderate,17.0,62.0,2025-10-05T14:47:53.700415
35.47654294949495,45.407903636363635,0.38014603944039116,38.014603944039116,Moderate,17.0,63.0,2025-10-05T14:47:53.701417
35.47654294949495,45.411904757575755,0.279844044566527,27.9844044566527,Moderate,17.0,64.0,2025-10-05T14:47:53.701417
35.47654294949495,45.41590587878788,0.26867800777809125,26.867800777809126,Moderate,17.0,65.0,2025-10-05T14:47:53.701417
35.47654294949495,45.419907,0.31144486397909954,31.144486397909954,Moderate,17.0,66.0,2025-10-05T14:47:53.701417
35.47654294949495,45.42390812121212,0.1805413242706317,18.05413242706317,Low,17.0,67.0,2025-10-05T14:47:53.701417
35.47654294949495,45.42790924242424,0.14601792955911097,14.601792955911097,Low,17.0,68.0,2025-10-05T14:47:53.701417
35.47654294949495,45.43191036363636,0.3856242894719505,38.56242894719505,Moderate,17.0,69.0,2025-10-05T14:47:53.701417
35.47654294949495,45.43591148484848,0.18228566280989184,18.228566280989185,Low,17.0,70.0,2025-10-05T14:47:53.701417
35.47654294949495,45.4399126060606,0.336121003185917,33.6121003185917,Moderate,17.0,71.0,2025-10-05T14:47:53.701417
35.47654294949495,45.44391372727273,0.269497258541869,26.9497258541869,Moderate,17.0,72.0,2025-10-05T14:47:53.701417
35.47654294949495,45.44791484848485,0.34168278776470373,34.16827877647037,Moderate,17.0,73.0,2025-10-05T14:47:53.701417
35.47654294949495,45.45191596969697,0.18112120645635663,18.112120645635663,Low,17.0,74.0,2025-10-05T14:47:53.701417
35.47654294949495,45.45591709090909,0.3788722044020316,37.887220440203166,Moderate,17.0,75.0,2025-10-05T14:47:53.701417
35.47654294949495,45.45991821212121,0.3722672625146546,37.22672625146546,Moderate,17.0,76.0,2025-10-05T14:47:53.702421
35.47654294949495,45.46391933333333,0.14935564111487637,14.935564111487636,Low,17.0,77.0,2025-10-05T14:47:53.702421
35.47654294949495,45.46792045454546,0.10506358768697252,10.506358768697252,Low,17.0,78.0,2025-10-05T14:47:53.702421
35.47654294949495,45.47192157575758,0.3465933621428254,34.65933621428254,Moderate,17.0,79.0,2025-10-05T14:47:53.702421
35.47654294949495,45.4759226969697,0.004316809768841612,0.43168097688416124,Low,17.0,80.0,2025-10-05T14:47:53.702421
35.47654294949495,45.47992381818182,0.07478334424890669,7.478334424890669,Low,17.0,81.0,2025-10-05T14:47:53.702421
35.47654294949495,45.48392493939394,0.11235164811438392,11.235164811438391,Low,17.0,82.0,2025-10-05T14:47:53.702421
35.47654294949495,45.48792606060606,0.07295322341433233,7.295322341433233,Low,17.0,83.0,2025-10-05T14:47:53.702421
35.47654294949495,45.491927181818184,0.1662837354178257,16.628373541782572,Low,17.0,84.0,2025-10-05T14:47:53.702421
35.47654294949495,45.495928303030304,0.09781578152651987,9.781578152651987,Low,17.0,85.0,2025-10-05T14:47:53.702421
35.47654294949495,45.499929424242424,0.01009241317617089,1.009241317617089,Low,17.0,86.0,2025-10-05T14:47:53.702421
35.47654294949495,45.503930545454544,0.05955007850111336,5.955007850111336,Low,17.0,87.0,2025-10-05T14:47:53.702421
35.47654294949495,45.507931666666664,0.1619389622593314,16.19389622593314,Low,17.0,88.0,2025-10-05T14:47:53.702421
35.47654294949495,45.511932787878784,0.16621120578962012,16.621120578962014,Low,17.0,89.0,2025-10-05T14:47:53.702421
35.47654294949495,45.51593390909091,0.18611748281380866,18.611748281380866,Low,17.0,90.0,2025-10-05T14:47:53.702421
35.47654294949495,45.51993503030303,0.19719581414522236,19.719581414522235,Low,17.0,91.0,2025-10-05T14:47:53.702421
35.47654294949495,45.52393615151515,0.17758052314429978,17.75805231442998,Low,17.0,92.0,2025-10-05T14:47:53.702421
35.47654294949495,45.52793727272727,0.03286795683981014,3.286795683981014,Low,17.0,93.0,2025-10-05T14:47:53.702421
35.47654294949495,45.53193839393939,0.19236122342412465,19.236122342412465,Low,17.0,94.0,2025-10-05T14:47:53.702421
35.47654294949495,45.53593951515151,0.046519108461760356,4.651910846176036,Low,17.0,95.0,2025-10-05T14:47:53.702421
35.47654294949495,45.53994063636364,0.10514295590741565,10.514295590741565,Low,17.0,96.0,2025-10-05T14:47:53.703414
35.47654294949495,45.54394175757576,0.11965196910663518,11.965196910663519,Low,17.0,97.0,2025-10-05T14:47:53.703414
35.47654294949495,45.54794287878788,0.12124207824767569,12.124207824767568,Low,17.0,98.0,2025-10-05T14:47:53.703414
35.47654294949495,45.551944,0.005689300450963053,0.5689300450963053,Low,17.0,99.0,2025-10-05T14:47:53.703414
35.47944418181818,45.155833,0.03658188747096221,3.658188747096221,Low,18.0,0.0,2025-10-05T14:47:53.703414
35.47944418181818,45.15983412121212,0.015244807439612896,1.5244807439612895,Low,18.0,1.0,2025-10-05T14:47:53.703414
35.47944418181818,45.16383524242424,0.15871891676561858,15.871891676561859,Low,18.0,2.0,2025-10-05T14:47:53.703414
35.47944418181818,45.16783636363636,0.007106964211557699,0.7106964211557699,Low,18.0,3.0,2025-10-05T14:47:53.703414
35.47944418181818,45.17183748484849,0.12884610221575948,12.884610221575949,Low,18.0,4.0,2025-10-05T14:47:53.703414
35.47944418181818,45.17583860606061,0.13262188826462465,13.262188826462465,Low,18.0,5.0,2025-10-05T14:47:53.703414
35.47944418181818,45.17983972727273,0.06629281089568358,6.629281089568358,Low,18.0,6.0,2025-10-05T14:47:53.703414
35.47944418181818,45.18384084848485,0.17690504969853932,17.690504969853933,Low,18.0,7.0,2025-10-05T14:47:53.703414
35.47944418181818,45.18784196969697,0.12326142856538938,12.326142856538938,Low,18.0,8.0,2025-10-05T14:47:53.703414
35.47944418181818,45.19184309090909,0.18320189737231965,18.320189737231964,Low,18.0,9.0,2025-10-05T14:47:53.703414
35.47944418181818,45.195844212121216,0.019146536352194432,1.9146536352194432,Low,18.0,10.0,2025-10-05T14:47:53.703414
35.47944418181818,45.199845333333336,0.08974078771530161,8.974078771530161,Low,18.0,11.0,2025-10-05T14:47:53.703414
35.47944418181818,45.203846454545456,0.11773608174342563,11.773608174342563,Low,18.0,12.0,2025-10-05T14:47:53.703414
35.47944418181818,45.207847575757576,0.17860511030745563,17.860511030745563,Low,18.0,13.0,2025-10-05T14:47:53.703414
35.47944418181818,45.211848696969696,0.04427035767701337,4.427035767701337,Low,18.0,14.0,2025-10-05T14:47:53.703414
35.47944418181818,45.215849818181816,0.17874348202589282,17.87434820258928,Low,18.0,15.0,2025-10-05T14:47:53.704417
35.47944418181818,45.21985093939394,0.046449260215567834,4.644926021556783,Low,18.0,16.0,2025-10-05T14:47:53.704417
35.47944418181818,45.22385206060606,0.004060206300041647,0.4060206300041647,Low,18.0,17.0,2025-10-05T14:47:53.704417
35.47944418181818,45.22785318181818,0.08415724859473335,8.415724859473334,Low,18.0,18.0,2025-10-05T14:47:53.704417
35.47944418181818,45.2318543030303,0.13873152697028898,13.873152697028898,Low,18.0,19.0,2025-10-05T14:47:53.704417
35.47944418181818,45.23585542424242,0.13091614483809147,13.091614483809147,Low,18.0,20.0,2025-10-05T14:47:53.704417
35.47944418181818,45.23985654545454,0.17894760290233303,17.894760290233304,Low,18.0,21.0,2025-10-05T14:47:53.704417
35.47944418181818,45.24385766666667,0.12608579900102182,12.608579900102182,Low,18.0,22.0,2025-10-05T14:47:53.704417
35.47944418181818,45.24785878787879,0.10400030388921074,10.400030388921074,Low,18.0,23.0,2025-10-05T14:47:53.704417
35.47944418181818,45.25185990909091,0.05460890764619693,5.460890764619693,Low,18.0,24.0,2025-10-05T14:47:53.704417
35.47944418181818,45.25586103030303,0.16156568229451795,16.156568229451796,Low,18.0,25.0,2025-10-05T14:47:53.705423
35.47944418181818,45.25986215151515,0.18187830022457416,18.187830022457415,Low,18.0,26.0,2025-10-05T14:47:53.705423
35.47944418181818,45.26386327272727,0.1508297223486652,15.08297223486652,Low,18.0,27.0,2025-10-05T14:47:53.705423
35.47944418181818,45.2678643939394,0.06273129959011502,6.273129959011501,Low,18.0,28.0,2025-10-05T14:47:53.705423
35.47944418181818,45.27186551515152,0.19236187468528054,19.236187468528055,Low,18.0,29.0,2025-10-05T14:47:53.705423
35.47944418181818,45.27586663636364,0.18084358841463827,18.08435884146383,Low,18.0,30.0,2025-10-05T14:47:53.705423
35.47944418181818,45.27986775757576,0.07912725781552102,7.912725781552102,Low,18.0,31.0,2025-10-05T14:47:53.705423
35.47944418181818,45.28386887878788,0.19814377172329667,19.814377172329667,Low,18.0,32.0,2025-10-05T14:47:53.705423
35.47944418181818,45.28787,0.06434660785212361,6.434660785212361,Low,18.0,33.0,2025-10-05T14:47:53.705423
35.47944418181818,45.29187112121212,0.07431299154353706,7.431299154353706,Low,18.0,34.0,2025-10-05T14:47:53.705423
35.47944418181818,45.295872242424245,0.17378126843477168,17.37812684347717,Low,18.0,35.0,2025-10-05T14:47:53.705423
35.47944418181818,45.299873363636365,0.1779595789854352,17.79595789854352,Low,18.0,36.0,2025-10-05T14:47:53.706435
35.47944418181818,45.303874484848485,0.03078545471012837,3.078545471012837,Low,18.0,37.0,2025-10-05T14:47:53.706435
35.47944418181818,45.307875606060605,0.08914952169329618,8.914952169329618,Low,18.0,38.0,2025-10-05T14:47:53.706435
35.47944418181818,45.311876727272725,0.17008635852574402,17.008635852574404,Low,18.0,39.0,2025-10-05T14:47:53.706435
35.47944418181818,45.315877848484845,0.11704381438502863,11.704381438502862,Low,18.0,40.0,2025-10-05T14:47:53.706435
35.47944418181818,45.31987896969697,0.038085328269262655,3.8085328269262657,Low,18.0,41.0,2025-10-05T14:47:53.706435
35.47944418181818,45.32388009090909,0.18508362906415265,18.508362906415265,Low,18.0,42.0,2025-10-05T14:47:53.706435
35.47944418181818,45.32788121212121,0.04852409863944456,4.852409863944456,Low,18.0,43.0,2025-10-05T14:47:53.706435
35.47944418181818,45.33188233333333,0.17747145860553562,17.747145860553562,Low,18.0,44.0,2025-10-05T14:47:53.706435
35.47944418181818,45.33588345454545,0.15257537589960865,15.257537589960865,Low,18.0,45.0,2025-10-05T14:47:53.707420
35.47944418181818,45.33988457575757,0.03303754285645,3.3037542856449997,Low,18.0,46.0,2025-10-05T14:47:53.707420
35.47944418181818,45.3438856969697,0.08076002299242975,8.076002299242974,Low,18.0,47.0,2025-10-05T14:47:53.707420
35.47944418181818,45.34788681818182,0.08668983659994667,8.668983659994666,Low,18.0,48.0,2025-10-05T14:47:53.707420
35.47944418181818,45.35188793939394,0.13112627104406052,13.112627104406052,Low,18.0,49.0,2025-10-05T14:47:53.707420
35.47944418181818,45.35588906060606,0.1686776629175399,16.86776629175399,Low,18.0,50.0,2025-10-05T14:47:53.707420
35.47944418181818,45.35989018181818,0.06192737934463788,6.192737934463787,Low,18.0,51.0,2025-10-05T14:47:53.707420
35.47944418181818,45.3638913030303,0.14121336724310612,14.121336724310613,Low,18.0,52.0,2025-10-05T14:47:53.707420
35.47944418181818,45.36789242424243,0.10297355001574421,10.29735500157442,Low,18.0,53.0,2025-10-05T14:47:53.707420
35.47944418181818,45.37189354545455,0.15617511671553383,15.617511671553382,Low,18.0,54.0,2025-10-05T14:47:53.707420
35.47944418181818,45.37589466666667,0.053878529048283365,5.387852904828336,Low,18.0,55.0,2025-10-05T14:47:53.707420
35.47944418181818,45.37989578787879,0.16729624532596235,16.729624532596237,Low,18.0,56.0,2025-10-05T14:47:53.707420
35.47944418181818,45.38389690909091,0.1388582633645936,13.885826336459358,Low,18.0,57.0,2025-10-05T14:47:53.707420
35.47944418181818,45.38789803030303,0.1708684240098573,17.08684240098573,Low,18.0,58.0,2025-10-05T14:47:53.707420
35.47944418181818,45.391899151515155,0.1783930195603447,17.83930195603447,Low,18.0,59.0,2025-10-05T14:47:53.707420
35.47944418181818,45.395900272727275,0.1507722270849854,15.077222708498539,Low,18.0,60.0,2025-10-05T14:47:53.707420
35.47944418181818,45.399901393939395,0.223058559273007,22.305855927300698,Moderate,18.0,61.0,2025-10-05T14:47:53.707420
35.47944418181818,45.403902515151515,0.16030628679190345,16.030628679190347,Low,18.0,62.0,2025-10-05T14:47:53.707420
35.47944418181818,45.407903636363635,0.19079002039996792,19.07900203999679,Low,18.0,63.0,2025-10-05T14:47:53.707420
35.47944418181818,45.411904757575755,0.10818659548715659,10.818659548715658,Low,18.0,64.0,2025-10-05T14:47:53.707420
35.47944418181818,45.41590587878788,0.22800988354422488,22.80098835442249,Moderate,18.0,65.0,2025-10-05T14:47:53.708418
35.47944418181818,45.419907,0.26117157687255466,26.117157687255464,Moderate,18.0,66.0,2025-10-05T14:47:53.708418
35.47944418181818,45.42390812121212,0.23944251409211098,23.9442514092111,Moderate,18.0,67.0,2025-10-05T14:47:53.708418
35.47944418181818,45.42790924242424,0.2255906186529735,22.559061865297352,Moderate,18.0,68.0,2025-10-05T14:47:53.708418
35.47944418181818,45.43191036363636,0.16237477523987043,16.237477523987042,Low,18.0,69.0,2025-10-05T14:47:53.708418
35.47944418181818,45.43591148484848,0.31810697655522446,31.810697655522446,Moderate,18.0,70.0,2025-10-05T14:47:53.708418
35.47944418181818,45.4399126060606,0.1679176858336901,16.79176858336901,Low,18.0,71.0,2025-10-05T14:47:53.708418
35.47944418181818,45.44391372727273,0.12541602248901068,12.541602248901068,Low,18.0,72.0,2025-10-05T14:47:53.708418
35.47944418181818,45.44791484848485,0.11748216839838907,11.748216839838907,Low,18.0,73.0,2025-10-05T14:47:53.708418
35.47944418181818,45.45191596969697,0.11247607544026963,11.247607544026964,Low,18.0,74.0,2025-10-05T14:47:53.708418
35.47944418181818,45.45591709090909,0.25143255780988316,25.143255780988316,Moderate,18.0,75.0,2025-10-05T14:47:53.708418
35.47944418181818,45.45991821212121,0.11263563542559459,11.263563542559458,Low,18.0,76.0,2025-10-05T14:47:53.708418
35.47944418181818,45.46391933333333,0.3961571634671358,39.61571634671358,Moderate,18.0,77.0,2025-10-05T14:47:53.708418
35.47944418181818,45.46792045454546,0.26625902180800226,26.625902180800225,Moderate,18.0,78.0,2025-10-05T14:47:53.708418
35.47944418181818,45.47192157575758,0.30044165771641196,30.044165771641197,Moderate,18.0,79.0,2025-10-05T14:47:53.708418
35.47944418181818,45.4759226969697,0.10552403397176775,10.552403397176775,Low,18.0,80.0,2025-10-05T14:47:53.708418
35.47944418181818,45.47992381818182,0.16399610499838357,16.399610499838357,Low,18.0,81.0,2025-10-05T14:47:53.708418
35.47944418181818,45.48392493939394,0.14968896580759825,14.968896580759825,Low,18.0,82.0,2025-10-05T14:47:53.708418
35.47944418181818,45.48792606060606,0.100864615803484,10.0864615803484,Low,18.0,83.0,2025-10-05T14:47:53.708418
35.47944418181818,45.491927181818184,0.0009586104731007739,0.09586104731007739,Low,18.0,84.0,2025-10-05T14:47:53.708418
35.47944418181818,45.495928303030304,0.0023993469825749347,0.23993469825749347,Low,18.0,85.0,2025-10-05T14:47:53.708418
35.47944418181818,45.499929424242424,0.031554295252891155,3.1554295252891156,Low,18.0,86.0,2025-10-05T14:47:53.708418
35.47944418181818,45.503930545454544,0.0032744243033891343,0.3274424303389134,Low,18.0,87.0,2025-10-05T14:47:53.708418
35.47944418181818,45.507931666666664,0.18964024808580984,18.964024808580984,Low,18.0,88.0,2025-10-05T14:47:53.708418
35.47944418181818,45.511932787878784,0.19582765398684823,19.582765398684824,Low,18.0,89.0,2025-10-05T14:47:53.708418
35.47944418181818,45.51593390909091,0.09481238448163515,9.481238448163515,Low,18.0,90.0,2025-10-05T14:47:53.708418
35.47944418181818,45.51993503030303,0.12473879509368052,12.473879509368052,Low,18.0,91.0,2025-10-05T14:47:53.709421
35.47944418181818,45.52393615151515,0.112975000137362,11.297500013736201,Low,18.0,92.0,2025-10-05T14:47:53.709421
35.47944418181818,45.52793727272727,0.010291365776357586,1.0291365776357586,Low,18.0,93.0,2025-10-05T14:47:53.709421
35.47944418181818,45.53193839393939,0.06758906764261878,6.758906764261878,Low,18.0,94.0,2025-10-05T14:47:53.709421
35.47944418181818,45.53593951515151,0.0691026726811806,6.91026726811806,Low,18.0,95.0,2025-10-05T14:47:53.709421
35.47944418181818,45.53994063636364,0.034871603379232764,3.4871603379232763,Low,18.0,96.0,2025-10-05T14:47:53.709421
35.47944418181818,45.54394175757576,0.1287130470428003,12.871304704280028,Low,18.0,97.0,2025-10-05T14:47:53.709421
35.47944418181818,45.54794287878788,0.1190460880147122,11.90460880147122,Low,18.0,98.0,2025-10-05T14:47:53.709421
35.47944418181818,45.551944,0.026739007229516387,2.6739007229516387,Low,18.0,99.0,2025-10-05T14:47:53.709421
35.48234541414141,45.155833,0.016323800977327774,1.6323800977327774,Low,19.0,0.0,2025-10-05T14:47:53.709421
35.48234541414141,45.15983412121212,0.08759716632455575,8.759716632455575,Low,19.0,1.0,2025-10-05T14:47:53.709421
35.48234541414141,45.16383524242424,0.13253429965856406,13.253429965856405,Low,19.0,2.0,2025-10-05T14:47:53.709421
35.48234541414141,45.16783636363636,0.11453403824186566,11.453403824186566,Low,19.0,3.0,2025-10-05T14:47:53.709421
35.48234541414141,45.17183748484849,0.15458487439808713,15.458487439808714,Low,19.0,4.0,2025-10-05T14:47:53.709421
35.48234541414141,45.17583860606061,0.16249642578084056,16.249642578084057,Low,19.0,5.0,2025-10-05T14:47:53.709421
35.48234541414141,45.17983972727273,0.12049182079139907,12.049182079139907,Low,19.0,6.0,2025-10-05T14:47:53.709421
35.48234541414141,45.18384084848485,0.14924879207392602,14.924879207392602,Low,19.0,7.0,2025-10-05T14:47:53.709421
35.48234541414141,45.18784196969697,0.10262870129623934,10.262870129623934,Low,19.0,8.0,2025-10-05T14:47:53.709421
35.48234541414141,45.19184309090909,0.044734358623843035,4.473435862384304,Low,19.0,9.0,2025-10-05T14:47:53.709421
35.48234541414141,45.195844212121216,0.14316798980384834,14.316798980384835,Low,19.0,10.0,2025-10-05T14:47:53.709421
35.48234541414141,45.199845333333336,0.12861078867487122,12.861078867487121,Low,19.0,11.0,2025-10-05T14:47:53.709421
35.48234541414141,45.203846454545456,0.12756592962147217,12.756592962147216,Low,19.0,12.0,2025-10-05T14:47:53.709421
35.48234541414141,45.207847575757576,0.06235515684337389,6.23551568433739,Low,19.0,13.0,2025-10-05T14:47:53.709421
