date,lat,lon,air_temperature_2m,land_surface_temperature,heat_island_intensity
2024-06-08,35.6297,45.5915,38.75,45.99,7.24
2024-06-08,35.6297,45.601,40.51,47.66,7.15
2024-06-08,35.6297,45.6105,38.06,45.13,7.06
2024-06-08,35.6297,45.62,37.07,44.04,6.98
2024-06-08,35.6379,45.25,34.02,41.05,7.04
2024-06-08,35.6379,45.2595,37.26,44.38,7.13
2024-06-08,35.6379,45.269,39.33,46.54,7.21
2024-06-08,35.6379,45.2785,39.31,46.6,7.3
2024-06-08,35.6379,45.2879,38.62,46.0,7.38
2024-06-08,35.6379,45.2974,39.81,47.27,7.46
2024-06-08,35.6379,45.3069,36.73,44.28,7.54
2024-06-08,35.6379,45.3164,38.99,46.61,7.62
2024-06-08,35.6379,45.3259,41.46,49.16,7.7
2024-06-08,35.6379,45.3354,37.88,45.65,7.77
2024-06-08,35.6379,45.3449,38.34,46.18,7.85
2024-06-08,35.6379,45.3544,35.6,43.52,7.91
2024-06-08,35.6379,45.3638,39.02,46.99,7.98
2024-06-08,35.6379,45.3733,40.69,48.73,8.04
2024-06-08,35.6379,45.3828,38.07,46.16,8.09
2024-06-08,35.6379,45.3923,39.67,47.81,8.13
2024-06-08,35.6379,45.4018,40.68,48.85,8.17
2024-06-08,35.6379,45.4113,37.08,45.28,8.2
2024-06-08,35.6379,45.4208,41.48,49.69,8.22
2024-06-08,35.6379,45.4303,40.06,48.28,8.22
2024-06-08,35.6379,45.4397,42.39,50.6,8.21
2024-06-08,35.6379,45.4492,39.43,47.63,8.2
2024-06-08,35.6379,45.4587,37.85,46.02,8.17
2024-06-08,35.6379,45.4682,42.0,50.13,8.13
2024-06-08,35.6379,45.4777,40.48,48.56,8.09
2024-06-08,35.6379,45.4872,40.72,48.75,8.03
2024-06-08,35.6379,45.4967,36.9,44.88,7.97
2024-06-08,35.6379,45.5062,40.02,47.93,7.91
2024-06-08,35.6379,45.5156,38.75,46.59,7.84
2024-06-08,35.6379,45.5251,38.64,46.41,7.77
2024-06-08,35.6379,45.5346,36.63,44.32,7.7
2024-06-08,35.6379,45.5441,39.13,46.75,7.62
2024-06-08,35.6379,45.5536,40.19,47.73,7.54
2024-06-08,35.6379,45.5631,41.27,48.72,7.46
2024-06-08,35.6379,45.5726,37.85,45.23,7.38
2024-06-08,35.6379,45.5821,38.89,46.18,7.29
2024-06-08,35.6379,45.5915,37.35,44.56,7.21
2024-06-08,35.6379,45.601,37.37,44.49,7.12
2024-06-08,35.6379,45.6105,41.25,48.28,7.03
2024-06-08,35.6379,45.62,38.01,44.96,6.95
2024-06-08,35.6462,45.25,39.56,46.57,7.0
2024-06-08,35.6462,45.2595,39.89,46.98,7.09
2024-06-08,35.6462,45.269,37.16,44.34,7.17
2024-06-08,35.6462,45.2785,40.89,48.15,7.26
2024-06-08,35.6462,45.2879,39.14,46.48,7.34
2024-06-08,35.6462,45.2974,38.95,46.37,7.42
2024-06-08,35.6462,45.3069,41.73,49.22,7.5
2024-06-08,35.6462,45.3164,37.66,45.23,7.57
2024-06-08,35.6462,45.3259,40.61,48.26,7.65
2024-06-08,35.6462,45.3354,38.16,45.88,7.72
2024-06-08,35.6462,45.3449,42.32,50.11,7.79
2024-06-08,35.6462,45.3544,39.12,46.98,7.85
2024-06-08,35.6462,45.3638,41.55,49.46,7.91
2024-06-08,35.6462,45.3733,41.49,49.45,7.97
2024-06-08,35.6462,45.3828,41.43,49.45,8.02
2024-06-08,35.6462,45.3923,37.87,45.93,8.06
2024-06-08,35.6462,45.4018,41.57,49.66,8.09
2024-06-08,35.6462,45.4113,40.16,48.27,8.12
2024-06-08,35.6462,45.4208,36.82,44.95,8.13
2024-06-08,35.6462,45.4303,41.69,49.82,8.14
2024-06-08,35.6462,45.4397,38.88,47.01,8.13
2024-06-08,35.6462,45.4492,35.23,43.35,8.12
2024-06-08,35.6462,45.4587,38.38,46.47,8.09
2024-06-08,35.6462,45.4682,35.41,43.47,8.06
2024-06-08,35.6462,45.4777,38.85,46.86,8.02
2024-06-08,35.6462,45.4872,39.51,47.48,7.97
2024-06-08,35.6462,45.4967,38.79,46.71,7.91
2024-06-08,35.6462,45.5062,40.04,47.89,7.85
2024-06-08,35.6462,45.5156,35.82,43.61,7.79
2024-06-08,35.6462,45.5251,38.39,46.1,7.72
2024-06-08,35.6462,45.5346,37.2,44.84,7.64
2024-06-08,35.6462,45.5441,38.48,46.05,7.57
2024-06-08,35.6462,45.5536,36.6,44.1,7.49
2024-06-08,35.6462,45.5631,39.43,46.85,7.41
2024-06-08,35.6462,45.5726,37.12,44.45,7.33
2024-06-08,35.6462,45.5821,40.39,47.64,7.25
2024-06-08,35.6462,45.5915,35.39,42.56,7.17
2024-06-08,35.6462,45.601,39.96,47.04,7.08
2024-06-08,35.6462,45.6105,37.98,44.98,7.0
2024-06-08,35.6462,45.62,38.63,45.55,6.91
2024-06-08,35.6544,45.25,39.96,46.93,6.97
2024-06-08,35.6544,45.2595,39.95,47.0,7.05
2024-06-08,35.6544,45.269,35.87,43.01,7.13
2024-06-08,35.6544,45.2785,38.27,45.49,7.21
2024-06-08,35.6544,45.2879,39.96,47.26,7.29
2024-06-08,35.6544,45.2974,37.52,44.89,7.37
2024-06-08,35.6544,45.3069,38.69,46.14,7.45
2024-06-08,35.6544,45.3164,39.89,47.41,7.52
2024-06-08,35.6544,45.3259,37.93,45.52,7.59
2024-06-08,35.6544,45.3354,39.46,47.13,7.66
2024-06-08,35.6544,45.3449,41.11,48.84,7.73
2024-06-08,35.6544,45.3544,36.01,43.8,7.79
2024-06-08,35.6544,45.3638,37.21,45.06,7.85
2024-06-08,35.6544,45.3733,40.76,48.66,7.9
2024-06-08,35.6544,45.3828,40.85,48.79,7.95
2024-06-08,35.6544,45.3923,36.76,44.75,7.98
2024-06-08,35.6544,45.4018,39.19,47.2,8.02
2024-06-08,35.6544,45.4113,42.39,50.43,8.04
2024-06-08,35.6544,45.4208,40.37,48.43,8.05
2024-06-08,35.6544,45.4303,38.08,46.14,8.06
2024-06-08,35.6544,45.4397,37.16,45.21,8.05
2024-06-08,35.6544,45.4492,42.33,50.37,8.04
2024-06-08,35.6544,45.4587,40.48,48.5,8.01
2024-06-08,35.6544,45.4682,39.69,47.67,7.98
2024-06-08,35.6544,45.4777,39.23,47.18,7.94
2024-06-08,35.6544,45.4872,42.67,50.56,7.9
2024-06-08,35.6544,45.4967,37.78,45.62,7.84
2024-06-08,35.6544,45.5062,36.36,44.14,7.79
2024-06-08,35.6544,45.5156,35.22,42.95,7.73
2024-06-08,35.6544,45.5251,37.94,45.6,7.66
2024-06-08,35.6544,45.5346,38.69,46.28,7.59
2024-06-08,35.6544,45.5441,37.8,45.32,7.52
2024-06-08,35.6544,45.5536,34.72,42.17,7.45
2024-06-08,35.6544,45.5631,38.97,46.34,7.37
2024-06-08,35.6544,45.5726,35.65,42.94,7.29
2024-06-08,35.6544,45.5821,40.75,47.96,7.21
2024-06-08,35.6544,45.5915,38.33,45.46,7.13
2024-06-08,35.6544,45.601,36.64,43.68,7.05
2024-06-08,35.6544,45.6105,40.51,47.47,6.96
2024-06-08,35.6544,45.62,38.08,44.96,6.88
2024-06-08,35.6626,45.25,34.7,41.63,6.93
2024-06-08,35.6626,45.2595,41.35,48.36,7.01
2024-06-08,35.6626,45.269,34.94,42.03,7.09
2024-06-08,35.6626,45.2785,35.95,43.12,7.17
2024-06-08,35.6626,45.2879,36.55,43.8,7.25
2024-06-08,35.6626,45.2974,35.35,42.68,7.32
2024-06-08,35.6626,45.3069,43.56,50.96,7.4
2024-06-08,35.6626,45.3164,37.04,44.51,7.47
2024-06-08,35.6626,45.3259,34.38,41.92,7.54
2024-06-08,35.6626,45.3354,40.04,47.65,7.6
2024-06-08,35.6626,45.3449,39.1,46.77,7.67
2024-06-08,35.6626,45.3544,34.83,42.56,7.73
2024-06-08,35.6626,45.3638,40.63,48.41,7.78
2024-06-08,35.6626,45.3733,39.84,47.66,7.83
2024-06-08,35.6626,45.3828,38.99,46.86,7.87
2024-06-08,35.6626,45.3923,39.12,47.02,7.91
2024-06-08,35.6626,45.4018,42.13,50.06,7.94
2024-06-08,35.6626,45.4113,41.15,49.11,7.96
2024-06-08,35.6626,45.4208,37.21,45.18,7.97
2024-06-08,35.6626,45.4303,37.92,45.89,7.97
2024-06-08,35.6626,45.4397,35.36,43.33,7.97
2024-06-08,35.6626,45.4492,38.47,46.43,7.96
2024-06-08,35.6626,45.4587,35.85,43.79,7.93
2024-06-08,35.6626,45.4682,38.25,46.15,7.91
2024-06-08,35.6626,45.4777,35.39,43.26,7.87
2024-06-08,35.6626,45.4872,39.19,47.01,7.83
2024-06-08,35.6626,45.4967,39.99,47.77,7.78
2024-06-08,35.6626,45.5062,37.62,45.34,7.72
2024-06-08,35.6626,45.5156,39.69,47.36,7.66
2024-06-08,35.6626,45.5251,38.92,46.53,7.6
2024-06-08,35.6626,45.5346,37.52,45.05,7.53
2024-06-08,35.6626,45.5441,36.21,43.67,7.47
2024-06-08,35.6626,45.5536,39.16,46.56,7.39
2024-06-08,35.6626,45.5631,40.1,47.42,7.32
2024-06-08,35.6626,45.5726,35.7,42.94,7.24
2024-06-08,35.6626,45.5821,35.24,42.41,7.17
2024-06-08,35.6626,45.5915,35.6,42.69,7.09
2024-06-08,35.6626,45.601,37.52,44.52,7.01
2024-06-08,35.6626,45.6105,36.58,43.5,6.92
2024-06-08,35.6626,45.62,36.92,43.76,6.84
2024-06-08,35.6708,45.25,37.53,44.41,6.89
2024-06-08,35.6708,45.2595,35.47,42.44,6.97
2024-06-08,35.6708,45.269,36.2,43.25,7.05
2024-06-08,35.6708,45.2785,39.61,46.73,7.12
2024-06-08,35.6708,45.2879,34.61,41.81,7.2
2024-06-08,35.6708,45.2974,38.69,45.96,7.27
2024-06-08,35.6708,45.3069,35.61,42.95,7.34
2024-06-08,35.6708,45.3164,39.25,46.67,7.41
2024-06-08,35.6708,45.3259,37.74,45.22,7.48
2024-06-08,35.6708,45.3354,42.2,49.74,7.54
2024-06-08,35.6708,45.3449,39.07,46.67,7.6
2024-06-08,35.6708,45.3544,39.8,47.46,7.66
2024-06-08,35.6708,45.3638,38.81,46.51,7.71
2024-06-08,35.6708,45.3733,38.38,46.14,7.76
2024-06-08,35.6708,45.3828,40.13,47.93,7.8
2024-06-08,35.6708,45.3923,41.38,49.21,7.83
2024-06-08,35.6708,45.4018,40.36,48.22,7.86
2024-06-08,35.6708,45.4113,41.45,49.32,7.88
2024-06-08,35.6708,45.4208,38.86,46.74,7.89
2024-06-08,35.6708,45.4303,37.0,44.89,7.89
2024-06-08,35.6708,45.4397,38.86,46.75,7.89
2024-06-08,35.6708,45.4492,39.19,47.07,7.88
2024-06-08,35.6708,45.4587,39.95,47.81,7.86
2024-06-08,35.6708,45.4682,39.72,47.55,7.83
2024-06-08,35.6708,45.4777,38.93,46.72,7.79
2024-06-08,35.6708,45.4872,37.04,44.79,7.75
2024-06-08,35.6708,45.4967,42.09,49.79,7.71
2024-06-08,35.6708,45.5062,37.49,45.14,7.66
2024-06-08,35.6708,45.5156,37.62,45.21,7.6
2024-06-08,35.6708,45.5251,38.96,46.5,7.54
2024-06-08,35.6708,45.5346,40.44,47.92,7.48
2024-06-08,35.6708,45.5441,38.63,46.04,7.41
2024-06-08,35.6708,45.5536,37.35,44.69,7.34
2024-06-08,35.6708,45.5631,38.81,46.08,7.27
2024-06-08,35.6708,45.5726,38.5,45.69,7.19
2024-06-08,35.6708,45.5821,37.7,44.82,7.12
2024-06-08,35.6708,45.5915,35.93,42.98,7.04
2024-06-08,35.6708,45.601,35.51,42.47,6.96
2024-06-08,35.6708,45.6105,36.75,43.63,6.88
2024-06-08,35.6708,45.62,36.49,43.29,6.8
2024-06-08,35.679,45.25,37.23,44.07,6.84
2024-06-08,35.679,45.2595,38.82,45.74,6.92
2024-06-08,35.679,45.269,37.56,44.56,7.0
2024-06-08,35.679,45.2785,41.83,48.9,7.07
2024-06-08,35.679,45.2879,38.72,45.86,7.15
2024-06-08,35.679,45.2974,39.05,46.27,7.22
2024-06-08,35.679,45.3069,41.1,48.39,7.29
2024-06-08,35.679,45.3164,41.16,48.52,7.36
2024-06-08,35.679,45.3259,39.13,46.55,7.42
2024-06-08,35.679,45.3354,39.74,47.22,7.48
2024-06-08,35.679,45.3449,39.31,46.85,7.54
2024-06-08,35.679,45.3544,38.12,45.72,7.59
2024-06-08,35.679,45.3638,38.57,46.2,7.64
2024-06-08,35.679,45.3733,38.37,46.05,7.68
2024-06-08,35.679,45.3828,38.93,46.65,7.72
2024-06-08,35.679,45.3923,37.77,45.53,7.75
2024-06-08,35.679,45.4018,38.15,45.93,7.78
2024-06-08,35.679,45.4113,38.13,45.92,7.8
2024-06-08,35.679,45.4208,39.83,47.64,7.81
2024-06-08,35.679,45.4303,40.11,47.92,7.81
2024-06-08,35.679,45.4397,41.52,49.32,7.81
2024-06-08,35.679,45.4492,39.2,46.99,7.79
2024-06-08,35.679,45.4587,39.91,47.69,7.78
2024-06-08,35.679,45.4682,36.26,44.01,7.75
2024-06-08,35.679,45.4777,41.0,48.71,7.72
2024-06-08,35.679,45.4872,36.71,44.39,7.68
2024-06-08,35.679,45.4967,37.41,45.05,7.64
2024-06-08,35.679,45.5062,38.49,46.07,7.59
2024-06-08,35.679,45.5156,36.8,44.34,7.53
2024-06-08,35.679,45.5251,35.04,42.52,7.48
2024-06-08,35.679,45.5346,39.41,46.82,7.42
2024-06-08,35.679,45.5441,39.68,47.03,7.35
2024-06-08,35.679,45.5536,36.5,43.79,7.28
2024-06-08,35.679,45.5631,35.52,42.74,7.21
2024-06-08,35.679,45.5726,43.19,50.34,7.14
2024-06-08,35.679,45.5821,37.26,44.33,7.07
2024-06-08,35.679,45.5915,35.55,42.54,6.99
2024-06-08,35.679,45.601,40.12,47.04,6.92
2024-06-08,35.679,45.6105,39.96,46.8,6.84
2024-06-08,35.679,45.62,34.76,41.52,6.76
2024-06-08,35.6872,45.25,35.97,42.77,6.8
2024-06-08,35.6872,45.2595,39.1,45.98,6.87
2024-06-08,35.6872,45.269,39.25,46.19,6.95
2024-06-08,35.6872,45.2785,36.53,43.55,7.02
2024-06-08,35.6872,45.2879,38.64,45.73,7.09
2024-06-08,35.6872,45.2974,39.72,46.88,7.16
2024-06-08,35.6872,45.3069,34.11,41.34,7.23
2024-06-08,35.6872,45.3164,37.59,44.88,7.29
2024-06-08,35.6872,45.3259,36.4,43.76,7.36
2024-06-08,35.6872,45.3354,40.69,48.11,7.41
2024-06-08,35.6872,45.3449,36.57,44.04,7.47
2024-06-08,35.6872,45.3544,38.97,46.49,7.52
2024-06-08,35.6872,45.3638,39.23,46.79,7.57
2024-06-08,35.6872,45.3733,38.52,46.13,7.61
2024-06-08,35.6872,45.3828,39.25,46.89,7.64
2024-06-08,35.6872,45.3923,38.62,46.3,7.67
2024-06-08,35.6872,45.4018,38.31,46.01,7.7
2024-06-08,35.6872,45.4113,38.22,45.94,7.71
2024-06-08,35.6872,45.4208,38.99,46.71,7.72
2024-06-08,35.6872,45.4303,38.88,46.61,7.73
2024-06-08,35.6872,45.4397,39.88,47.6,7.72
2024-06-08,35.6872,45.4492,39.37,47.08,7.71
2024-06-08,35.6872,45.4587,36.77,44.47,7.7
2024-06-08,35.6872,45.4682,40.91,48.58,7.67
2024-06-08,35.6872,45.4777,35.07,42.72,7.64
2024-06-08,35.6872,45.4872,38.55,46.15,7.61
2024-06-08,35.6872,45.4967,37.32,44.88,7.56
2024-06-08,35.6872,45.5062,37.88,45.39,7.52
2024-06-08,35.6872,45.5156,36.79,44.25,7.47
2024-06-08,35.6872,45.5251,39.0,46.41,7.41
2024-06-08,35.6872,45.5346,38.13,45.49,7.35
2024-06-08,35.6872,45.5441,37.61,44.9,7.29
2024-06-08,35.6872,45.5536,36.92,44.14,7.23
2024-06-08,35.6872,45.5631,39.52,46.68,7.16
2024-06-08,35.6872,45.5726,36.57,43.66,7.09
2024-06-08,35.6872,45.5821,37.95,44.97,7.02
2024-06-08,35.6872,45.5915,38.33,45.27,6.94
2024-06-08,35.6872,45.601,37.66,44.52,6.87
2024-06-08,35.6872,45.6105,36.88,43.67,6.79
2024-06-08,35.6872,45.62,39.64,46.35,6.71
2024-06-08,35.6954,45.25,38.04,44.79,6.75
2024-06-08,35.6954,45.2595,38.24,45.07,6.82
2024-06-08,35.6954,45.269,36.16,43.05,6.9
2024-06-08,35.6954,45.2785,40.36,47.33,6.97
2024-06-08,35.6954,45.2879,36.21,43.25,7.04
2024-06-08,35.6954,45.2974,37.67,44.77,7.11
2024-06-08,35.6954,45.3069,37.85,45.02,7.17
2024-06-08,35.6954,45.3164,36.14,43.38,7.23
2024-06-08,35.6954,45.3259,40.04,47.33,7.29
2024-06-08,35.6954,45.3354,37.2,44.55,7.35
2024-06-08,35.6954,45.3449,37.41,44.81,7.4
2024-06-08,35.6954,45.3544,36.71,44.16,7.45
2024-06-08,35.6954,45.3638,38.17,45.66,7.49
2024-06-08,35.6954,45.3733,36.88,44.41,7.53
2024-06-08,35.6954,45.3828,39.73,47.29,7.57
2024-06-08,35.6954,45.3923,37.44,45.03,7.59
2024-06-08,35.6954,45.4018,36.29,43.91,7.62
2024-06-08,35.6954,45.4113,37.45,45.08,7.63
2024-06-08,35.6954,45.4208,36.57,44.21,7.64
2024-06-08,35.6954,45.4303,36.08,43.72,7.65
2024-06-08,35.6954,45.4397,38.91,46.55,7.64
2024-06-08,35.6954,45.4492,37.79,45.42,7.63
2024-06-08,35.6954,45.4587,40.05,47.66,7.62
2024-06-08,35.6954,45.4682,35.96,43.55,7.59
2024-06-08,35.6954,45.4777,38.21,45.77,7.56
2024-06-08,35.6954,45.4872,38.76,46.29,7.53
2024-06-08,35.6954,45.4967,40.84,48.33,7.49
2024-06-08,35.6954,45.5062,39.31,46.76,7.45
2024-06-08,35.6954,45.5156,38.28,45.68,7.4
2024-06-08,35.6954,45.5251,36.65,43.99,7.35
2024-06-08,35.6954,45.5346,35.99,43.27,7.29
2024-06-08,35.6954,45.5441,37.47,44.69,7.23
2024-06-08,35.6954,45.5536,37.11,44.28,7.17
2024-06-08,35.6954,45.5631,37.09,44.19,7.1
2024-06-08,35.6954,45.5726,38.66,45.69,7.03
2024-06-08,35.6954,45.5821,36.42,43.38,6.96
2024-06-08,35.6954,45.5915,41.32,48.21,6.89
2024-06-08,35.6954,45.601,39.11,45.93,6.82
2024-06-08,35.6954,45.6105,37.9,44.64,6.74
2024-06-08,35.6954,45.62,39.3,45.97,6.67
2024-06-08,35.7036,45.25,38.09,44.79,6.7
2024-06-08,35.7036,45.2595,38.51,45.28,6.77
2024-06-08,35.7036,45.269,37.94,44.78,6.84
2024-06-08,35.7036,45.2785,43.02,49.93,6.91
2024-06-08,35.7036,45.2879,36.58,43.56,6.98
2024-06-08,35.7036,45.2974,37.41,44.46,7.05
2024-06-08,35.7036,45.3069,38.54,45.65,7.11
2024-06-08,35.7036,45.3164,38.61,45.77,7.17
2024-06-08,35.7036,45.3259,37.55,44.78,7.23
2024-06-08,35.7036,45.3354,34.18,41.46,7.28
2024-06-08,35.7036,45.3449,38.16,45.49,7.33
2024-06-08,35.7036,45.3544,38.26,45.64,7.38
2024-06-08,35.7036,45.3638,38.57,45.99,7.42
2024-06-08,35.7036,45.3733,35.89,43.35,7.46
2024-06-08,35.7036,45.3828,35.72,43.21,7.49
2024-06-08,35.7036,45.3923,41.59,49.11,7.52
2024-06-08,35.7036,45.4018,35.01,42.55,7.54
2024-06-08,35.7036,45.4113,40.7,48.25,7.55
2024-06-08,35.7036,45.4208,38.46,46.02,7.56
2024-06-08,35.7036,45.4303,37.27,44.83,7.56
2024-06-08,35.7036,45.4397,34.4,41.96,7.56
2024-06-08,35.7036,45.4492,37.09,44.64,7.55
2024-06-08,35.7036,45.4587,36.53,44.07,7.54
2024-06-08,35.7036,45.4682,32.63,40.14,7.51
2024-06-08,35.7036,45.4777,38.63,46.12,7.49
2024-06-08,35.7036,45.4872,38.99,46.45,7.45
2024-06-08,35.7036,45.4967,36.83,44.24,7.42
2024-06-08,35.7036,45.5062,40.77,48.15,7.37
2024-06-08,35.7036,45.5156,35.69,43.01,7.33
2024-06-08,35.7036,45.5251,37.65,44.92,7.28
2024-06-08,35.7036,45.5346,37.81,45.03,7.22
2024-06-08,35.7036,45.5441,37.7,44.87,7.17
2024-06-08,35.7036,45.5536,38.83,45.94,7.11
2024-06-08,35.7036,45.5631,37.0,44.04,7.04
2024-06-08,35.7036,45.5726,37.85,44.83,6.98
2024-06-08,35.7036,45.5821,39.06,45.97,6.91
2024-06-08,35.7036,45.5915,38.77,45.61,6.84
2024-06-08,35.7036,45.601,38.25,45.01,6.77
2024-06-08,35.7036,45.6105,36.96,43.65,6.69
2024-06-08,35.7036,45.62,39.23,45.85,6.62
2024-06-08,35.7118,45.25,38.26,44.91,6.65
2024-06-08,35.7118,45.2595,38.44,45.16,6.72
2024-06-08,35.7118,45.269,38.97,45.75,6.79
2024-06-08,35.7118,45.2785,35.93,42.79,6.86
2024-06-08,35.7118,45.2879,37.31,44.23,6.92
2024-06-08,35.7118,45.2974,38.52,45.51,6.98
2024-06-08,35.7118,45.3069,37.94,44.99,7.05
2024-06-08,35.7118,45.3164,33.49,40.6,7.1
2024-06-08,35.7118,45.3259,38.87,46.02,7.16
2024-06-08,35.7118,45.3354,41.08,48.29,7.21
2024-06-08,35.7118,45.3449,38.82,46.08,7.26
2024-06-08,35.7118,45.3544,39.74,47.04,7.3
2024-06-08,35.7118,45.3638,33.63,40.98,7.34
2024-06-08,35.7118,45.3733,35.85,43.23,7.38
2024-06-08,35.7118,45.3828,39.01,46.42,7.41
2024-06-08,35.7118,45.3923,36.66,44.1,7.44
2024-06-08,35.7118,45.4018,42.55,50.0,7.46
2024-06-08,35.7118,45.4113,41.58,49.05,7.47
2024-06-08,35.7118,45.4208,36.29,43.77,7.48
2024-06-08,35.7118,45.4303,36.72,44.21,7.48
2024-06-08,35.7118,45.4397,40.07,47.55,7.48
2024-06-08,35.7118,45.4492,39.36,46.83,7.47
2024-06-08,35.7118,45.4587,40.56,48.01,7.46
2024-06-08,35.7118,45.4682,34.76,42.19,7.43
2024-06-08,35.7118,45.4777,38.56,45.96,7.41
2024-06-08,35.7118,45.4872,41.18,48.56,7.38
2024-06-08,35.7118,45.4967,37.01,44.36,7.34
2024-06-08,35.7118,45.5062,39.85,47.15,7.3
2024-06-08,35.7118,45.5156,37.77,45.03,7.26
2024-06-08,35.7118,45.5251,39.91,47.12,7.21
2024-06-08,35.7118,45.5346,39.42,46.58,7.16
2024-06-08,35.7118,45.5441,38.18,45.28,7.1
2024-06-08,35.7118,45.5536,37.16,44.2,7.04
2024-06-08,35.7118,45.5631,38.23,45.21,6.98
2024-06-08,35.7118,45.5726,36.78,43.69,6.92
2024-06-08,35.7118,45.5821,39.37,46.23,6.85
2024-06-08,35.7118,45.5915,36.33,43.12,6.78
2024-06-08,35.7118,45.601,40.13,46.84,6.71
2024-06-08,35.7118,45.6105,37.17,43.81,6.64
2024-06-08,35.7118,45.62,36.24,42.81,6.57
2024-06-08,35.72,45.25,35.56,42.15,6.59
2024-06-08,35.72,45.2595,41.07,47.73,6.66
2024-06-08,35.72,45.269,35.66,42.39,6.73
2024-06-08,35.72,45.2785,35.26,42.06,6.8
2024-06-08,35.72,45.2879,38.47,45.33,6.86
2024-06-08,35.72,45.2974,40.31,47.23,6.92
2024-06-08,35.72,45.3069,42.29,49.27,6.98
2024-06-08,35.72,45.3164,35.02,42.06,7.04
2024-06-08,35.72,45.3259,38.57,45.66,7.09
2024-06-08,35.72,45.3354,41.07,48.22,7.14
2024-06-08,35.72,45.3449,33.83,41.02,7.19
2024-06-08,35.72,45.3544,36.28,43.51,7.23
2024-06-08,35.72,45.3638,37.05,44.32,7.27
2024-06-08,35.72,45.3733,39.48,46.78,7.3
2024-06-08,35.72,45.3828,36.38,43.71,7.33
2024-06-08,35.72,45.3923,34.88,42.23,7.36
2024-06-08,35.72,45.4018,39.41,46.78,7.38
2024-06-08,35.72,45.4113,37.64,45.03,7.39
2024-06-08,35.72,45.4208,34.72,42.12,7.4
2024-06-08,35.72,45.4303,41.06,48.46,7.4
2024-06-08,35.72,45.4397,35.8,43.2,7.4
2024-06-08,35.72,45.4492,35.18,42.57,7.39
2024-06-08,35.72,45.4587,37.42,44.79,7.37
2024-06-08,35.72,45.4682,37.58,44.93,7.36
2024-06-08,35.72,45.4777,35.67,43.0,7.33
2024-06-08,35.72,45.4872,39.04,46.34,7.3
2024-06-08,35.72,45.4967,38.47,45.73,7.27
2024-06-08,35.72,45.5062,41.72,48.95,7.23
2024-06-08,35.72,45.5156,38.07,45.26,7.19
2024-06-08,35.72,45.5251,39.63,46.77,7.14
2024-06-08,35.72,45.5346,40.34,47.43,7.09
2024-06-08,35.72,45.5441,37.16,44.2,7.03
2024-06-08,35.72,45.5536,39.75,46.73,6.98
2024-06-08,35.72,45.5631,38.52,45.44,6.92
2024-06-08,35.72,45.5726,40.81,47.67,6.86
2024-06-08,35.72,45.5821,39.1,45.89,6.79
2024-06-08,35.72,45.5915,38.7,45.43,6.73
2024-06-08,35.72,45.601,37.7,44.36,6.66
2024-06-08,35.72,45.6105,42.1,48.68,6.59
2024-06-08,35.72,45.62,36.56,43.08,6.52
2024-06-09,35.4,45.25,37.32,43.91,6.59
2024-06-09,35.4,45.2595,38.62,45.28,6.66
2024-06-09,35.4,45.269,34.49,41.22,6.73
2024-06-09,35.4,45.2785,36.45,43.25,6.8
2024-06-09,35.4,45.2879,38.06,44.92,6.86
2024-06-09,35.4,45.2974,41.19,48.11,6.92
2024-06-09,35.4,45.3069,37.94,44.92,6.98
2024-06-09,35.4,45.3164,35.99,43.03,7.04
2024-06-09,35.4,45.3259,35.77,42.86,7.09
2024-06-09,35.4,45.3354,35.84,42.98,7.14
2024-06-09,35.4,45.3449,36.34,43.53,7.19
2024-06-09,35.4,45.3544,40.45,47.68,7.23
2024-06-09,35.4,45.3638,39.13,46.4,7.27
2024-06-09,35.4,45.3733,39.46,46.76,7.3
2024-06-09,35.4,45.3828,35.35,42.68,7.33
2024-06-09,35.4,45.3923,37.07,44.43,7.36
2024-06-09,35.4,45.4018,38.99,46.37,7.38
2024-06-09,35.4,45.4113,38.76,46.15,7.39
2024-06-09,35.4,45.4208,35.59,42.98,7.4
2024-06-09,35.4,45.4303,38.29,45.69,7.4
2024-06-09,35.4,45.4397,36.65,44.05,7.4
2024-06-09,35.4,45.4492,37.78,45.16,7.39
2024-06-09,35.4,45.4587,38.75,46.12,7.37
2024-06-09,35.4,45.4682,36.91,44.26,7.36
2024-06-09,35.4,45.4777,38.29,45.62,7.33
2024-06-09,35.4,45.4872,38.67,45.97,7.3
2024-06-09,35.4,45.4967,38.03,45.3,7.27
2024-06-09,35.4,45.5062,36.54,43.77,7.23
2024-06-09,35.4,45.5156,34.67,41.85,7.19
2024-06-09,35.4,45.5251,42.26,49.4,7.14
2024-06-09,35.4,45.5346,36.32,43.4,7.09
2024-06-09,35.4,45.5441,37.5,44.53,7.03
2024-06-09,35.4,45.5536,37.37,44.35,6.98
2024-06-09,35.4,45.5631,36.4,43.32,6.92
2024-06-09,35.4,45.5726,39.28,46.14,6.86
2024-06-09,35.4,45.5821,33.89,40.68,6.79
2024-06-09,35.4,45.5915,39.99,46.71,6.73
2024-06-09,35.4,45.601,37.66,44.31,6.66
2024-06-09,35.4,45.6105,39.55,46.14,6.59
2024-06-09,35.4,45.62,39.26,45.78,6.52
2024-06-09,35.4082,45.25,39.07,45.72,6.65
2024-06-09,35.4082,45.2595,39.41,46.13,6.72
2024-06-09,35.4082,45.269,36.15,42.94,6.79
