date,lat,lon,estimated_ndvi,vegetation_category
2024-06-10,35.5805,45.269,0.557,Moderate Vegetation
2024-06-10,35.5805,45.2785,0.517,Moderate Vegetation
2024-06-10,35.5805,45.2879,0.454,Moderate Vegetation
2024-06-10,35.5805,45.2974,0.617,Dense Vegetation
2024-06-10,35.5805,45.3069,0.682,Dense Vegetation
2024-06-10,35.5805,45.3164,0.445,Moderate Vegetation
2024-06-10,35.5805,45.3259,0.607,Dense Vegetation
2024-06-10,35.5805,45.3354,0.554,Moderate Vegetation
2024-06-10,35.5805,45.3449,0.731,Dense Vegetation
2024-06-10,35.5805,45.3544,0.741,Dense Vegetation
2024-06-10,35.5805,45.3638,0.542,Moderate Vegetation
2024-06-10,35.5805,45.3733,0.486,Moderate Vegetation
2024-06-10,35.5805,45.3828,0.691,Dense Vegetation
2024-06-10,35.5805,45.3923,0.505,Moderate Vegetation
2024-06-10,35.5805,45.4018,0.506,Moderate Vegetation
2024-06-10,35.5805,45.4113,0.758,Dense Vegetation
2024-06-10,35.5805,45.4208,0.547,Moderate Vegetation
2024-06-10,35.5805,45.4303,0.746,Dense Vegetation
2024-06-10,35.5805,45.4397,0.58,Moderate Vegetation
2024-06-10,35.5805,45.4492,0.707,Dense Vegetation
2024-06-10,35.5805,45.4587,0.565,Moderate Vegetation
2024-06-10,35.5805,45.4682,0.539,Moderate Vegetation
2024-06-10,35.5805,45.4777,0.813,Dense Vegetation
2024-06-10,35.5805,45.4872,0.665,Dense Vegetation
2024-06-10,35.5805,45.4967,0.522,Moderate Vegetation
2024-06-10,35.5805,45.5062,0.51,Moderate Vegetation
2024-06-10,35.5805,45.5156,0.529,Moderate Vegetation
2024-06-10,35.5805,45.5251,0.489,Moderate Vegetation
2024-06-10,35.5805,45.5346,0.592,Moderate Vegetation
2024-06-10,35.5805,45.5441,0.604,Dense Vegetation
2024-06-10,35.5805,45.5536,0.706,Dense Vegetation
2024-06-10,35.5805,45.5631,0.517,Moderate Vegetation
2024-06-10,35.5805,45.5726,0.511,Moderate Vegetation
2024-06-10,35.5805,45.5821,0.507,Moderate Vegetation
2024-06-10,35.5805,45.5915,0.453,Moderate Vegetation
2024-06-10,35.5805,45.601,0.521,Moderate Vegetation
2024-06-10,35.5805,45.6105,0.444,Moderate Vegetation
2024-06-10,35.5805,45.62,0.441,Moderate Vegetation
2024-06-10,35.5887,45.25,0.462,Moderate Vegetation
2024-06-10,35.5887,45.2595,0.52,Moderate Vegetation
2024-06-10,35.5887,45.269,0.596,Moderate Vegetation
2024-06-10,35.5887,45.2785,0.303,Moderate Vegetation
2024-06-10,35.5887,45.2879,0.567,Moderate Vegetation
2024-06-10,35.5887,45.2974,0.54,Moderate Vegetation
2024-06-10,35.5887,45.3069,0.397,Moderate Vegetation
2024-06-10,35.5887,45.3164,0.38,Moderate Vegetation
2024-06-10,35.5887,45.3259,0.429,Moderate Vegetation
2024-06-10,35.5887,45.3354,0.569,Moderate Vegetation
2024-06-10,35.5887,45.3449,0.598,Moderate Vegetation
2024-06-10,35.5887,45.3544,0.633,Dense Vegetation
2024-06-10,35.5887,45.3638,0.444,Moderate Vegetation
2024-06-10,35.5887,45.3733,0.598,Moderate Vegetation
2024-06-10,35.5887,45.3828,0.534,Moderate Vegetation
2024-06-10,35.5887,45.3923,0.656,Dense Vegetation
2024-06-10,35.5887,45.4018,0.957,Dense Vegetation
2024-06-10,35.5887,45.4113,0.636,Dense Vegetation
2024-06-10,35.5887,45.4208,0.609,Dense Vegetation
2024-06-10,35.5887,45.4303,0.656,Dense Vegetation
2024-06-10,35.5887,45.4397,0.707,Dense Vegetation
2024-06-10,35.5887,45.4492,0.646,Dense Vegetation
2024-06-10,35.5887,45.4587,0.724,Dense Vegetation
2024-06-10,35.5887,45.4682,0.679,Dense Vegetation
2024-06-10,35.5887,45.4777,0.644,Dense Vegetation
2024-06-10,35.5887,45.4872,0.727,Dense Vegetation
2024-06-10,35.5887,45.4967,0.464,Moderate Vegetation
2024-06-10,35.5887,45.5062,0.455,Moderate Vegetation
2024-06-10,35.5887,45.5156,0.697,Dense Vegetation
2024-06-10,35.5887,45.5251,0.695,Dense Vegetation
2024-06-10,35.5887,45.5346,0.757,Dense Vegetation
2024-06-10,35.5887,45.5441,0.573,Moderate Vegetation
2024-06-10,35.5887,45.5536,0.342,Moderate Vegetation
2024-06-10,35.5887,45.5631,0.404,Moderate Vegetation
2024-06-10,35.5887,45.5726,0.344,Moderate Vegetation
2024-06-10,35.5887,45.5821,0.529,Moderate Vegetation
2024-06-10,35.5887,45.5915,0.544,Moderate Vegetation
2024-06-10,35.5887,45.601,0.495,Moderate Vegetation
2024-06-10,35.5887,45.6105,0.542,Moderate Vegetation
2024-06-10,35.5887,45.62,0.452,Moderate Vegetation
2024-06-10,35.5969,45.25,0.508,Moderate Vegetation
2024-06-10,35.5969,45.2595,0.401,Moderate Vegetation
2024-06-10,35.5969,45.269,0.533,Moderate Vegetation
2024-06-10,35.5969,45.2785,0.434,Moderate Vegetation
2024-06-10,35.5969,45.2879,0.408,Moderate Vegetation
2024-06-10,35.5969,45.2974,0.426,Moderate Vegetation
2024-06-10,35.5969,45.3069,0.492,Moderate Vegetation
2024-06-10,35.5969,45.3164,0.51,Moderate Vegetation
2024-06-10,35.5969,45.3259,0.525,Moderate Vegetation
2024-06-10,35.5969,45.3354,0.43,Moderate Vegetation
2024-06-10,35.5969,45.3449,0.631,Dense Vegetation
2024-06-10,35.5969,45.3544,0.433,Moderate Vegetation
2024-06-10,35.5969,45.3638,0.62,Dense Vegetation
2024-06-10,35.5969,45.3733,0.64,Dense Vegetation
2024-06-10,35.5969,45.3828,0.422,Moderate Vegetation
2024-06-10,35.5969,45.3923,0.596,Moderate Vegetation
2024-06-10,35.5969,45.4018,0.596,Moderate Vegetation
2024-06-10,35.5969,45.4113,0.485,Moderate Vegetation
2024-06-10,35.5969,45.4208,0.549,Moderate Vegetation
2024-06-10,35.5969,45.4303,0.632,Dense Vegetation
2024-06-10,35.5969,45.4397,0.651,Dense Vegetation
2024-06-10,35.5969,45.4492,0.638,Dense Vegetation
2024-06-10,35.5969,45.4587,0.561,Moderate Vegetation
2024-06-10,35.5969,45.4682,0.506,Moderate Vegetation
2024-06-10,35.5969,45.4777,0.577,Moderate Vegetation
2024-06-10,35.5969,45.4872,0.545,Moderate Vegetation
2024-06-10,35.5969,45.4967,0.454,Moderate Vegetation
2024-06-10,35.5969,45.5062,0.556,Moderate Vegetation
2024-06-10,35.5969,45.5156,0.495,Moderate Vegetation
2024-06-10,35.5969,45.5251,0.485,Moderate Vegetation
2024-06-10,35.5969,45.5346,0.553,Moderate Vegetation
2024-06-10,35.5969,45.5441,0.437,Moderate Vegetation
2024-06-10,35.5969,45.5536,0.535,Moderate Vegetation
2024-06-10,35.5969,45.5631,0.492,Moderate Vegetation
2024-06-10,35.5969,45.5726,0.491,Moderate Vegetation
2024-06-10,35.5969,45.5821,0.638,Dense Vegetation
2024-06-10,35.5969,45.5915,0.485,Moderate Vegetation
2024-06-10,35.5969,45.601,0.289,Sparse Vegetation
2024-06-10,35.5969,45.6105,0.579,Moderate Vegetation
2024-06-10,35.5969,45.62,0.365,Moderate Vegetation
2024-06-10,35.6051,45.25,0.554,Moderate Vegetation
2024-06-10,35.6051,45.2595,0.415,Moderate Vegetation
2024-06-10,35.6051,45.269,0.348,Moderate Vegetation
2024-06-10,35.6051,45.2785,0.284,Sparse Vegetation
2024-06-10,35.6051,45.2879,0.501,Moderate Vegetation
2024-06-10,35.6051,45.2974,0.472,Moderate Vegetation
2024-06-10,35.6051,45.3069,0.58,Moderate Vegetation
2024-06-10,35.6051,45.3164,0.381,Moderate Vegetation
2024-06-10,35.6051,45.3259,0.516,Moderate Vegetation
2024-06-10,35.6051,45.3354,0.471,Moderate Vegetation
2024-06-10,35.6051,45.3449,0.592,Moderate Vegetation
2024-06-10,35.6051,45.3544,0.586,Moderate Vegetation
2024-06-10,35.6051,45.3638,0.619,Dense Vegetation
2024-06-10,35.6051,45.3733,0.616,Dense Vegetation
2024-06-10,35.6051,45.3828,0.618,Dense Vegetation
2024-06-10,35.6051,45.3923,0.654,Dense Vegetation
2024-06-10,35.6051,45.4018,0.752,Dense Vegetation
2024-06-10,35.6051,45.4113,0.554,Moderate Vegetation
2024-06-10,35.6051,45.4208,0.691,Dense Vegetation
2024-06-10,35.6051,45.4303,0.726,Dense Vegetation
2024-06-10,35.6051,45.4397,0.7,Dense Vegetation
2024-06-10,35.6051,45.4492,0.512,Moderate Vegetation
2024-06-10,35.6051,45.4587,0.758,Dense Vegetation
2024-06-10,35.6051,45.4682,0.5,Moderate Vegetation
2024-06-10,35.6051,45.4777,0.544,Moderate Vegetation
2024-06-10,35.6051,45.4872,0.54,Moderate Vegetation
2024-06-10,35.6051,45.4967,0.561,Moderate Vegetation
2024-06-10,35.6051,45.5062,0.472,Moderate Vegetation
2024-06-10,35.6051,45.5156,0.514,Moderate Vegetation
2024-06-10,35.6051,45.5251,0.587,Moderate Vegetation
2024-06-10,35.6051,45.5346,0.499,Moderate Vegetation
2024-06-10,35.6051,45.5441,0.435,Moderate Vegetation
2024-06-10,35.6051,45.5536,0.573,Moderate Vegetation
2024-06-10,35.6051,45.5631,0.581,Moderate Vegetation
2024-06-10,35.6051,45.5726,0.472,Moderate Vegetation
2024-06-10,35.6051,45.5821,0.439,Moderate Vegetation
2024-06-10,35.6051,45.5915,0.39,Moderate Vegetation
2024-06-10,35.6051,45.601,0.326,Moderate Vegetation
2024-06-10,35.6051,45.6105,0.388,Moderate Vegetation
2024-06-10,35.6051,45.62,0.411,Moderate Vegetation
2024-06-10,35.6133,45.25,0.459,Moderate Vegetation
2024-06-10,35.6133,45.2595,0.397,Moderate Vegetation
2024-06-10,35.6133,45.269,0.507,Moderate Vegetation
2024-06-10,35.6133,45.2785,0.471,Moderate Vegetation
2024-06-10,35.6133,45.2879,0.298,Sparse Vegetation
2024-06-10,35.6133,45.2974,0.53,Moderate Vegetation
2024-06-10,35.6133,45.3069,0.392,Moderate Vegetation
2024-06-10,35.6133,45.3164,0.452,Moderate Vegetation
2024-06-10,35.6133,45.3259,0.623,Dense Vegetation
2024-06-10,35.6133,45.3354,0.522,Moderate Vegetation
2024-06-10,35.6133,45.3449,0.672,Dense Vegetation
2024-06-10,35.6133,45.3544,0.523,Moderate Vegetation
2024-06-10,35.6133,45.3638,0.582,Moderate Vegetation
2024-06-10,35.6133,45.3733,0.572,Moderate Vegetation
2024-06-10,35.6133,45.3828,0.631,Dense Vegetation
2024-06-10,35.6133,45.3923,0.78,Dense Vegetation
2024-06-10,35.6133,45.4018,0.573,Moderate Vegetation
2024-06-10,35.6133,45.4113,0.618,Dense Vegetation
2024-06-10,35.6133,45.4208,0.684,Dense Vegetation
2024-06-10,35.6133,45.4303,0.676,Dense Vegetation
2024-06-10,35.6133,45.4397,0.526,Moderate Vegetation
2024-06-10,35.6133,45.4492,0.501,Moderate Vegetation
2024-06-10,35.6133,45.4587,0.759,Dense Vegetation
2024-06-10,35.6133,45.4682,0.471,Moderate Vegetation
2024-06-10,35.6133,45.4777,0.619,Dense Vegetation
2024-06-10,35.6133,45.4872,0.446,Moderate Vegetation
2024-06-10,35.6133,45.4967,0.716,Dense Vegetation
2024-06-10,35.6133,45.5062,0.709,Dense Vegetation
2024-06-10,35.6133,45.5156,0.591,Moderate Vegetation
2024-06-10,35.6133,45.5251,0.583,Moderate Vegetation
2024-06-10,35.6133,45.5346,0.521,Moderate Vegetation
2024-06-10,35.6133,45.5441,0.554,Moderate Vegetation
2024-06-10,35.6133,45.5536,0.393,Moderate Vegetation
2024-06-10,35.6133,45.5631,0.455,Moderate Vegetation
2024-06-10,35.6133,45.5726,0.522,Moderate Vegetation
2024-06-10,35.6133,45.5821,0.522,Moderate Vegetation
2024-06-10,35.6133,45.5915,0.372,Moderate Vegetation
2024-06-10,35.6133,45.601,0.532,Moderate Vegetation
2024-06-10,35.6133,45.6105,0.411,Moderate Vegetation
2024-06-10,35.6133,45.62,0.387,Moderate Vegetation
2024-06-10,35.6215,45.25,0.488,Moderate Vegetation
2024-06-10,35.6215,45.2595,0.647,Dense Vegetation
2024-06-10,35.6215,45.269,0.583,Moderate Vegetation
2024-06-10,35.6215,45.2785,0.399,Moderate Vegetation
2024-06-10,35.6215,45.2879,0.645,Dense Vegetation
2024-06-10,35.6215,45.2974,0.399,Moderate Vegetation
2024-06-10,35.6215,45.3069,0.761,Dense Vegetation
2024-06-10,35.6215,45.3164,0.561,Moderate Vegetation
2024-06-10,35.6215,45.3259,0.566,Moderate Vegetation
2024-06-10,35.6215,45.3354,0.639,Dense Vegetation
2024-06-10,35.6215,45.3449,0.439,Moderate Vegetation
2024-06-10,35.6215,45.3544,0.654,Dense Vegetation
2024-06-10,35.6215,45.3638,0.491,Moderate Vegetation
2024-06-10,35.6215,45.3733,0.483,Moderate Vegetation
2024-06-10,35.6215,45.3828,0.635,Dense Vegetation
2024-06-10,35.6215,45.3923,0.643,Dense Vegetation
2024-06-10,35.6215,45.4018,0.706,Dense Vegetation
2024-06-10,35.6215,45.4113,0.427,Moderate Vegetation
2024-06-10,35.6215,45.4208,0.647,Dense Vegetation
2024-06-10,35.6215,45.4303,0.856,Dense Vegetation
2024-06-10,35.6215,45.4397,0.478,Moderate Vegetation
2024-06-10,35.6215,45.4492,0.714,Dense Vegetation
2024-06-10,35.6215,45.4587,0.565,Moderate Vegetation
2024-06-10,35.6215,45.4682,0.659,Dense Vegetation
2024-06-10,35.6215,45.4777,0.576,Moderate Vegetation
2024-06-10,35.6215,45.4872,0.499,Moderate Vegetation
2024-06-10,35.6215,45.4967,0.55,Moderate Vegetation
2024-06-10,35.6215,45.5062,0.559,Moderate Vegetation
2024-06-10,35.6215,45.5156,0.603,Dense Vegetation
2024-06-10,35.6215,45.5251,0.488,Moderate Vegetation
2024-06-10,35.6215,45.5346,0.665,Dense Vegetation
2024-06-10,35.6215,45.5441,0.493,Moderate Vegetation
2024-06-10,35.6215,45.5536,0.426,Moderate Vegetation
2024-06-10,35.6215,45.5631,0.506,Moderate Vegetation
2024-06-10,35.6215,45.5726,0.283,Sparse Vegetation
2024-06-10,35.6215,45.5821,0.464,Moderate Vegetation
2024-06-10,35.6215,45.5915,0.581,Moderate Vegetation
2024-06-10,35.6215,45.601,0.542,Moderate Vegetation
2024-06-10,35.6215,45.6105,0.305,Moderate Vegetation
2024-06-10,35.6215,45.62,0.5,Moderate Vegetation
2024-06-10,35.6297,45.25,0.403,Moderate Vegetation
2024-06-10,35.6297,45.2595,0.633,Dense Vegetation
2024-06-10,35.6297,45.269,0.342,Moderate Vegetation
2024-06-10,35.6297,45.2785,0.361,Moderate Vegetation
2024-06-10,35.6297,45.2879,0.443,Moderate Vegetation
2024-06-10,35.6297,45.2974,0.459,Moderate Vegetation
2024-06-10,35.6297,45.3069,0.516,Moderate Vegetation
2024-06-10,35.6297,45.3164,0.479,Moderate Vegetation
2024-06-10,35.6297,45.3259,0.457,Moderate Vegetation
2024-06-10,35.6297,45.3354,0.558,Moderate Vegetation
2024-06-10,35.6297,45.3449,0.607,Dense Vegetation
2024-06-10,35.6297,45.3544,0.433,Moderate Vegetation
2024-06-10,35.6297,45.3638,0.471,Moderate Vegetation
2024-06-10,35.6297,45.3733,0.512,Moderate Vegetation
2024-06-10,35.6297,45.3828,0.666,Dense Vegetation
2024-06-10,35.6297,45.3923,0.523,Moderate Vegetation
2024-06-10,35.6297,45.4018,0.548,Moderate Vegetation
2024-06-10,35.6297,45.4113,0.46,Moderate Vegetation
2024-06-10,35.6297,45.4208,0.572,Moderate Vegetation
2024-06-10,35.6297,45.4303,0.493,Moderate Vegetation
2024-06-10,35.6297,45.4397,0.716,Dense Vegetation
2024-06-10,35.6297,45.4492,0.425,Moderate Vegetation
2024-06-10,35.6297,45.4587,0.611,Dense Vegetation
2024-06-10,35.6297,45.4682,0.72,Dense Vegetation
2024-06-10,35.6297,45.4777,0.513,Moderate Vegetation
2024-06-10,35.6297,45.4872,0.676,Dense Vegetation
2024-06-10,35.6297,45.4967,0.488,Moderate Vegetation
2024-06-10,35.6297,45.5062,0.544,Moderate Vegetation
2024-06-10,35.6297,45.5156,0.477,Moderate Vegetation
2024-06-10,35.6297,45.5251,0.493,Moderate Vegetation
2024-06-10,35.6297,45.5346,0.536,Moderate Vegetation
2024-06-10,35.6297,45.5441,0.504,Moderate Vegetation
2024-06-10,35.6297,45.5536,0.588,Moderate Vegetation
2024-06-10,35.6297,45.5631,0.531,Moderate Vegetation
2024-06-10,35.6297,45.5726,0.422,Moderate Vegetation
2024-06-10,35.6297,45.5821,0.601,Dense Vegetation
2024-06-10,35.6297,45.5915,0.627,Dense Vegetation
2024-06-10,35.6297,45.601,0.582,Moderate Vegetation
2024-06-10,35.6297,45.6105,0.606,Dense Vegetation
2024-06-10,35.6297,45.62,0.322,Moderate Vegetation
2024-06-10,35.6379,45.25,0.481,Moderate Vegetation
2024-06-10,35.6379,45.2595,0.427,Moderate Vegetation
2024-06-10,35.6379,45.269,0.454,Moderate Vegetation
2024-06-10,35.6379,45.2785,0.336,Moderate Vegetation
2024-06-10,35.6379,45.2879,0.403,Moderate Vegetation
2024-06-10,35.6379,45.2974,0.507,Moderate Vegetation
2024-06-10,35.6379,45.3069,0.664,Dense Vegetation
2024-06-10,35.6379,45.3164,0.615,Dense Vegetation
2024-06-10,35.6379,45.3259,0.385,Moderate Vegetation
2024-06-10,35.6379,45.3354,0.535,Moderate Vegetation
2024-06-10,35.6379,45.3449,0.447,Moderate Vegetation
2024-06-10,35.6379,45.3544,0.438,Moderate Vegetation
2024-06-10,35.6379,45.3638,0.616,Dense Vegetation
2024-06-10,35.6379,45.3733,0.522,Moderate Vegetation
2024-06-10,35.6379,45.3828,0.64,Dense Vegetation
2024-06-10,35.6379,45.3923,0.705,Dense Vegetation
2024-06-10,35.6379,45.4018,0.549,Moderate Vegetation
2024-06-10,35.6379,45.4113,0.545,Moderate Vegetation
2024-06-10,35.6379,45.4208,0.654,Dense Vegetation
2024-06-10,35.6379,45.4303,0.543,Moderate Vegetation
2024-06-10,35.6379,45.4397,0.529,Moderate Vegetation
2024-06-10,35.6379,45.4492,0.642,Dense Vegetation
2024-06-10,35.6379,45.4587,0.5,Moderate Vegetation
2024-06-10,35.6379,45.4682,0.264,Sparse Vegetation
2024-06-10,35.6379,45.4777,0.551,Moderate Vegetation
2024-06-10,35.6379,45.4872,0.575,Moderate Vegetation
2024-06-10,35.6379,45.4967,0.391,Moderate Vegetation
2024-06-10,35.6379,45.5062,0.562,Moderate Vegetation
2024-06-10,35.6379,45.5156,0.42,Moderate Vegetation
2024-06-10,35.6379,45.5251,0.413,Moderate Vegetation
2024-06-10,35.6379,45.5346,0.478,Moderate Vegetation
2024-06-10,35.6379,45.5441,0.64,Dense Vegetation
2024-06-10,35.6379,45.5536,0.424,Moderate Vegetation
2024-06-10,35.6379,45.5631,0.599,Moderate Vegetation
2024-06-10,35.6379,45.5726,0.594,Moderate Vegetation
2024-06-10,35.6379,45.5821,0.423,Moderate Vegetation
2024-06-10,35.6379,45.5915,0.355,Moderate Vegetation
2024-06-10,35.6379,45.601,0.354,Moderate Vegetation
2024-06-10,35.6379,45.6105,0.425,Moderate Vegetation
2024-06-10,35.6379,45.62,0.242,Sparse Vegetation
2024-06-10,35.6462,45.25,0.338,Moderate Vegetation
2024-06-10,35.6462,45.2595,0.392,Moderate Vegetation
2024-06-10,35.6462,45.269,0.456,Moderate Vegetation
2024-06-10,35.6462,45.2785,0.451,Moderate Vegetation
2024-06-10,35.6462,45.2879,0.499,Moderate Vegetation
2024-06-10,35.6462,45.2974,0.617,Dense Vegetation
2024-06-10,35.6462,45.3069,0.403,Moderate Vegetation
2024-06-10,35.6462,45.3164,0.523,Moderate Vegetation
2024-06-10,35.6462,45.3259,0.558,Moderate Vegetation
2024-06-10,35.6462,45.3354,0.517,Moderate Vegetation
2024-06-10,35.6462,45.3449,0.459,Moderate Vegetation
2024-06-10,35.6462,45.3544,0.434,Moderate Vegetation
2024-06-10,35.6462,45.3638,0.573,Moderate Vegetation
2024-06-10,35.6462,45.3733,0.58,Moderate Vegetation
2024-06-10,35.6462,45.3828,0.413,Moderate Vegetation
2024-06-10,35.6462,45.3923,0.565,Moderate Vegetation
2024-06-10,35.6462,45.4018,0.528,Moderate Vegetation
2024-06-10,35.6462,45.4113,0.451,Moderate Vegetation
2024-06-10,35.6462,45.4208,0.575,Moderate Vegetation
2024-06-10,35.6462,45.4303,0.725,Dense Vegetation
2024-06-10,35.6462,45.4397,0.476,Moderate Vegetation
2024-06-10,35.6462,45.4492,0.601,Dense Vegetation
2024-06-10,35.6462,45.4587,0.873,Dense Vegetation
2024-06-10,35.6462,45.4682,0.696,Dense Vegetation
2024-06-10,35.6462,45.4777,0.618,Dense Vegetation
2024-06-10,35.6462,45.4872,0.559,Moderate Vegetation
2024-06-10,35.6462,45.4967,0.566,Moderate Vegetation
2024-06-10,35.6462,45.5062,0.378,Moderate Vegetation
2024-06-10,35.6462,45.5156,0.471,Moderate Vegetation
2024-06-10,35.6462,45.5251,0.472,Moderate Vegetation
2024-06-10,35.6462,45.5346,0.452,Moderate Vegetation
2024-06-10,35.6462,45.5441,0.567,Moderate Vegetation
2024-06-10,35.6462,45.5536,0.449,Moderate Vegetation
2024-06-10,35.6462,45.5631,0.562,Moderate Vegetation
2024-06-10,35.6462,45.5726,0.501,Moderate Vegetation
2024-06-10,35.6462,45.5821,0.401,Moderate Vegetation
2024-06-10,35.6462,45.5915,0.466,Moderate Vegetation
2024-06-10,35.6462,45.601,0.244,Sparse Vegetation
2024-06-10,35.6462,45.6105,0.367,Moderate Vegetation
2024-06-10,35.6462,45.62,0.354,Moderate Vegetation
2024-06-10,35.6544,45.25,0.395,Moderate Vegetation
2024-06-10,35.6544,45.2595,0.506,Moderate Vegetation
2024-06-10,35.6544,45.269,0.155,Sparse Vegetation
2024-06-10,35.6544,45.2785,0.552,Moderate Vegetation
2024-06-10,35.6544,45.2879,0.488,Moderate Vegetation
2024-06-10,35.6544,45.2974,0.4,Moderate Vegetation
2024-06-10,35.6544,45.3069,0.514,Moderate Vegetation
2024-06-10,35.6544,45.3164,0.6,Moderate Vegetation
2024-06-10,35.6544,45.3259,0.426,Moderate Vegetation
2024-06-10,35.6544,45.3354,0.435,Moderate Vegetation
2024-06-10,35.6544,45.3449,0.357,Moderate Vegetation
2024-06-10,35.6544,45.3544,0.474,Moderate Vegetation
2024-06-10,35.6544,45.3638,0.663,Dense Vegetation
2024-06-10,35.6544,45.3733,0.504,Moderate Vegetation
2024-06-10,35.6544,45.3828,0.385,Moderate Vegetation
2024-06-10,35.6544,45.3923,0.682,Dense Vegetation
2024-06-10,35.6544,45.4018,0.626,Dense Vegetation
2024-06-10,35.6544,45.4113,0.505,Moderate Vegetation
2024-06-10,35.6544,45.4208,0.591,Moderate Vegetation
2024-06-10,35.6544,45.4303,0.62,Dense Vegetation
2024-06-10,35.6544,45.4397,0.488,Moderate Vegetation
2024-06-10,35.6544,45.4492,0.503,Moderate Vegetation
2024-06-10,35.6544,45.4587,0.601,Dense Vegetation
2024-06-10,35.6544,45.4682,0.719,Dense Vegetation
2024-06-10,35.6544,45.4777,0.436,Moderate Vegetation
2024-06-10,35.6544,45.4872,0.531,Moderate Vegetation
2024-06-10,35.6544,45.4967,0.255,Sparse Vegetation
2024-06-10,35.6544,45.5062,0.582,Moderate Vegetation
2024-06-10,35.6544,45.5156,0.519,Moderate Vegetation
2024-06-10,35.6544,45.5251,0.702,Dense Vegetation
2024-06-10,35.6544,45.5346,0.509,Moderate Vegetation
2024-06-10,35.6544,45.5441,0.409,Moderate Vegetation
2024-06-10,35.6544,45.5536,0.444,Moderate Vegetation
2024-06-10,35.6544,45.5631,0.33,Moderate Vegetation
2024-06-10,35.6544,45.5726,0.439,Moderate Vegetation
2024-06-10,35.6544,45.5821,0.269,Sparse Vegetation
2024-06-10,35.6544,45.5915,0.384,Moderate Vegetation
2024-06-10,35.6544,45.601,0.295,Sparse Vegetation
2024-06-10,35.6544,45.6105,0.486,Moderate Vegetation
2024-06-10,35.6544,45.62,0.427,Moderate Vegetation
2024-06-10,35.6626,45.25,0.418,Moderate Vegetation
2024-06-10,35.6626,45.2595,0.47,Moderate Vegetation
2024-06-10,35.6626,45.269,0.288,Sparse Vegetation
2024-06-10,35.6626,45.2785,0.692,Dense Vegetation
2024-06-10,35.6626,45.2879,0.5,Moderate Vegetation
2024-06-10,35.6626,45.2974,0.549,Moderate Vegetation
2024-06-10,35.6626,45.3069,0.378,Moderate Vegetation
2024-06-10,35.6626,45.3164,0.446,Moderate Vegetation
2024-06-10,35.6626,45.3259,0.332,Moderate Vegetation
2024-06-10,35.6626,45.3354,0.381,Moderate Vegetation
2024-06-10,35.6626,45.3449,0.544,Moderate Vegetation
2024-06-10,35.6626,45.3544,0.628,Dense Vegetation
2024-06-10,35.6626,45.3638,0.56,Moderate Vegetation
2024-06-10,35.6626,45.3733,0.575,Moderate Vegetation
2024-06-10,35.6626,45.3828,0.456,Moderate Vegetation
2024-06-10,35.6626,45.3923,0.568,Moderate Vegetation
2024-06-10,35.6626,45.4018,0.601,Dense Vegetation
2024-06-10,35.6626,45.4113,0.552,Moderate Vegetation
2024-06-10,35.6626,45.4208,0.506,Moderate Vegetation
2024-06-10,35.6626,45.4303,0.431,Moderate Vegetation
2024-06-10,35.6626,45.4397,0.208,Sparse Vegetation
2024-06-10,35.6626,45.4492,0.505,Moderate Vegetation
2024-06-10,35.6626,45.4587,0.735,Dense Vegetation
2024-06-10,35.6626,45.4682,0.567,Moderate Vegetation
2024-06-10,35.6626,45.4777,0.476,Moderate Vegetation
2024-06-10,35.6626,45.4872,0.572,Moderate Vegetation
2024-06-10,35.6626,45.4967,0.646,Dense Vegetation
2024-06-10,35.6626,45.5062,0.513,Moderate Vegetation
2024-06-10,35.6626,45.5156,0.622,Dense Vegetation
2024-06-10,35.6626,45.5251,0.622,Dense Vegetation
2024-06-10,35.6626,45.5346,0.423,Moderate Vegetation
2024-06-10,35.6626,45.5441,0.498,Moderate Vegetation
2024-06-10,35.6626,45.5536,0.485,Moderate Vegetation
2024-06-10,35.6626,45.5631,0.553,Moderate Vegetation
2024-06-10,35.6626,45.5726,0.432,Moderate Vegetation
2024-06-10,35.6626,45.5821,0.387,Moderate Vegetation
2024-06-10,35.6626,45.5915,0.649,Dense Vegetation
2024-06-10,35.6626,45.601,0.635,Dense Vegetation
2024-06-10,35.6626,45.6105,0.452,Moderate Vegetation
2024-06-10,35.6626,45.62,0.441,Moderate Vegetation
2024-06-10,35.6708,45.25,0.415,Moderate Vegetation
2024-06-10,35.6708,45.2595,0.266,Sparse Vegetation
2024-06-10,35.6708,45.269,0.456,Moderate Vegetation
2024-06-10,35.6708,45.2785,0.35,Moderate Vegetation
2024-06-10,35.6708,45.2879,0.448,Moderate Vegetation
2024-06-10,35.6708,45.2974,0.373,Moderate Vegetation
2024-06-10,35.6708,45.3069,0.203,Sparse Vegetation
2024-06-10,35.6708,45.3164,0.545,Moderate Vegetation
2024-06-10,35.6708,45.3259,0.501,Moderate Vegetation
2024-06-10,35.6708,45.3354,0.589,Moderate Vegetation
2024-06-10,35.6708,45.3449,0.501,Moderate Vegetation
2024-06-10,35.6708,45.3544,0.434,Moderate Vegetation
2024-06-10,35.6708,45.3638,0.632,Dense Vegetation
2024-06-10,35.6708,45.3733,0.5,Moderate Vegetation
2024-06-10,35.6708,45.3828,0.583,Moderate Vegetation
2024-06-10,35.6708,45.3923,0.576,Moderate Vegetation
2024-06-10,35.6708,45.4018,0.607,Dense Vegetation
